qualtrics_id,school_code,school_name_anon,progress,duration_min,birth_country,age_cat,age,female,male,educ_mother,educ_father,educ_parent_max,has_computer,has_internet,digital_comfort,platform_use,classroom_section,math_grade_prev,like_math,like_communication,rank_math,rank_communication,mathconf_learn,mathconf_exam,mathconf_help_peers,mathconf_growth,lab_productive,lab_preferred_hours,hours_school,hours_study,hours_friends,hours_entertainment,hours_housework,hours_unpaid_work,hours_paid_work,hours_sleep,hours_sport,math_study_weekly,study_context,digital_tools_used,grit_challenge,grit_quit_game,grit_lose_interest,grit_hardwork,grit_avg,mindset_fixed1,mindset_fixed2,mindset_avg,locus_luck,locus_fate,locus_prepared,locus_plans,locus_avg,efficacy_hard_problems,efficacy_effort,efficacy_calm,efficacy_solutions,efficacy_trouble,efficacy_avg,math_enjoy,math_wish_no,math_like_problems,math_does_well,math_harder_than_peers,math_worry_grades,math_nervous_exams,math_useful,math_enjoy_avg,math_anxiety_avg,math_selfconcept_avg,meta_study_allocation,meta_when_stuck,meta_hint_use,meta_review_errors,meta_self_awareness,meta_after_mistake,meta_ai_use,meta_expected_exam,meta_actual_exam,barrier_finish_school,info_postsecondary,plan_after_school,knows_career,career_first_choice,institution_first_choice,plan_feasibility,plan_talks_with,parent_educ_expectation,enrolled_academy,belief_univ_transition,factors_career_choice,action_3months,plans_higher_ed,salary_secondary,salary_technical,salary_university,informal_secondary,informal_technical,informal_university,preferred_sector,knows_jobs_sector,barrier_money,barrier_work_family,barrier_parent_ideas,barrier_grades,barrier_info_careers,barrier_info_institution,barrier_family_resp,knows_scholarship,knows_beca18,knows_alt_training,est_years_technical,est_years_university,time_pref_100v150,time_pref_100v300,risk_pref_100v250,risk_pref_100v500,patient_low,patient_high,risk_seeking_low,risk_seeking_high,belong_outsider,belong_fits_in,belonging_avg,num_close_friends,friend1_recess,friend1_homework,friend1_future_talk,friend1_whatsapp,friend2_recess,friend2_homework,friend2_future_talk,friend2_whatsapp,friend3_recess,friend3_homework,friend3_future_talk,friend3_whatsapp,friend4_recess,friend4_homework,friend4_future_talk,friend4_whatsapp,friend5_recess,friend5_homework,friend5_future_talk,friend5_whatsapp,correct_a1,qbl_v5_a1,correct_a2,qbl_v5_a2,correct_a7,qbl_v5_a7,correct_a8,qbl_v5_a8,correct_a8m,qbl_v5_a8m,correct_a4,qbl_v5_a4,correct_a9s,qbl_v5_a9s,correct_a3,qbl_v5_a3,correct_a6,qbl_v5_a6,correct_a5,qbl_v5_a5,score_total_baseline,score_pct_baseline
R_100029abc9846,3004070,School_01,100,43.799999,1,,,1,1,10,3.0,10,0,0,4,1,E,2,3,3,1,8,4,3,2,1,1,7,7.5,1.5,2.5,1.5,2.0,0.0,1.5,7.0,1.0,5,1,1,2,2,2,4,3.5,6,2,3.0,3,4,5,3,3.25,2,4,2,1,1,2.0,2,4,5,5,2,4,3,1,3.0,3.5,4.5,4,2,2,2,2,4,3,3,5,2,2,1,2,,5,2,2,4,0,9,8,,0,826.0,,3025.0,7,3,6,2,2,5,4,4,1,1,5,5,1,3,1,2,7,2,2,1,3,1,1,0,0,4,4,3.0,5,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,3,1,2,1,2,1,1,1,1,0,3,1,1,1,4,1,1,7,0.69999999
R_100030abc2326,3004070,School_01,100,44.0,1,3.0,17.0,1,1,7,,7,1,1,3,4,A,3,3,2,9,3,1,1,2,4,1,3,8.0,3.0,1.5,3.0,2.5,0.5,0.5,7.5,0.0,4,4,2,1,2,4,4,2.75,5,6,1.5,5,5,5,3,2.5,3,3,1,1,3,2.2,5,3,2,5,1,2,1,3,3.3333333,1.5,5.0,1,4,4,3,1,1,4,4,5,1,4,4,1,,3,2,2,2,0,3,8,,1,795.0,2162.0,2708.0,5,9,3,1,1,4,4,3,2,3,1,3,1,1,2,3,4,3,1,3,2,0,0,0,1,2,5,4.5,5,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,2,1,1,1,2,0,1,0,3,1,1,1,3,1,1,0,3,1,1,7,0.69999999
R_100031abc1546,3004070,School_01,100,28.299999,1,,,0,0,3,2.0,3,0,1,3,1,B,3,4,3,3,2,3,3,3,3,5,5,8.0,2.0,2.5,3.0,1.5,1.0,0.0,8.0,0.5,3,2,4,4,1,1,5,4.75,4,1,4.5,3,3,4,1,2.75,3,3,1,1,3,2.2,5,3,5,5,3,5,5,1,4.3333335,5.0,4.0,1,4,4,4,3,1,3,5,5,1,5,1,2,,3,3,6,4,0,10,4,,0,1809.0,758.0,2922.0,4,8,1,2,2,4,4,4,1,2,3,5,1,3,1,4,7,1,2,1,3,0,1,0,0,3,4,3.5,5,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,2,0,4,0,1,1,2,0,3,1,1,0,2,0,4,0,2,1,1,3,0.30000001
R_100032abc9288,3004070,School_01,100,47.799999,1,4.0,18.0,0,0,10,1.0,10,0,0,3,2,C,2,2,2,3,6,4,4,1,4,2,7,8.0,3.0,2.0,3.0,0.5,0.5,1.0,7.5,1.5,1,2,3,1,5,4,1,1.25,4,6,2.0,1,2,1,4,3.5,4,3,3,1,2,2.5999999,3,4,3,2,1,3,2,3,2.6666667,2.5,3.5,2,3,3,1,2,3,4,3,1,1,3,4,1,,1,1,6,1,0,1,2,,1,,,2646.0,6,10,5,9,2,3,1,2,1,1,2,4,1,3,2,3,4,3,2,2,3,0,1,1,0,2,1,2.5,6,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,2,0,3,0,1,1,2,0,3,0,3,0,3,0,3,0,1,1,1,3,0.30000001
R_100033abc9731,3004070,School_01,100,37.200001,1,3.0,17.0,1,1,8,1.0,8,0,1,2,2,D,4,2,4,7,3,3,2,4,4,2,5,7.0,2.5,0.0,1.5,2.0,0.0,0.5,8.5,1.0,5,2,4,5,4,4,1,2.5,3,4,3.5,1,3,1,5,3.5,4,3,2,4,3,3.2,4,4,1,4,3,1,2,1,2.3333333,1.5,3.5,1,4,1,1,1,4,1,3,5,2,1,1,1,,5,3,6,2,0,10,3,,0,1152.0,2214.0,2270.0,2,10,3,4,1,2,1,4,3,3,4,5,2,1,1,5,4,1,2,3,3,0,1,0,0,3,1,2.0,5,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,2,1,2,0,1,0,4,0,3,1,1,1,4,1,1,6,0.60000002
R_100034abc2327,3004070,School_01,100,48.599998,1,1.0,15.0,0,0,4,3.0,4,0,1,3,1,E,3,2,4,4,10,1,2,3,1,3,1,7.5,3.0,2.0,2.5,2.0,0.0,1.5,6.5,2.5,5,2,4,1,5,3,4,2.25,4,6,2.0,4,1,1,1,2.25,4,3,2,2,3,2.8,3,5,3,5,4,4,3,3,2.3333333,3.5,3.5,2,2,4,2,1,2,4,5,5,1,3,5,2,,2,5,6,4,0,2,6,,0,877.0,1110.0,3371.0,3,0,5,1,2,5,3,4,3,4,5,1,3,3,1,2,6,3,2,3,3,0,1,0,0,2,2,3.0,4,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,2,0,4,1,2,1,2,0,4,0,1,1,3,0,3,0,1,0,3,4,0.40000001
R_100035abc459,3004070,School_01,100,36.5,1,3.0,17.0,0,0,1,1.0,1,1,0,4,1,A,1,1,1,1,8,3,1,3,3,3,4,6.5,3.0,1.0,2.0,1.5,0.0,0.0,7.5,0.0,4,4,3,2,4,2,5,3.25,1,2,5.5,4,1,2,1,2.5,4,1,4,1,3,2.5999999,4,4,4,1,5,4,3,3,3.3333333,3.5,1.0,2,3,1,3,1,2,3,1,3,1,1,5,2,,3,4,1,4,0,0,4,,0,1714.0,2243.0,3954.0,8,10,5,5,2,2,4,3,3,2,5,3,3,2,2,5,4,1,1,1,3,0,0,0,0,2,1,2.5,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,2,1,1,1,2,0,2,0,1,0,3,0,3,1,1,1,4,0,3,5,0.5
R_100036abc1855,3004070,School_01,100,54.900002,1,2.0,16.0,0,0,6,7.0,7,1,0,4,3,B,4,1,4,2,1,2,3,2,1,5,3,9.0,1.5,2.5,1.0,1.5,0.5,2.0,8.0,0.0,2,3,1,3,1,5,4,3.25,3,2,4.5,1,1,1,1,3.0,3,2,1,1,2,1.8,5,3,2,1,1,5,3,1,3.3333333,4.0,3.0,2,1,4,2,3,3,4,5,1,2,2,3,1,,1,2,4,4,1,6,1,,1,1280.0,1845.0,,4,9,5,10,2,3,3,1,4,5,1,1,3,2,2,3,4,2,2,3,2,1,1,0,1,4,1,1.5,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,2,1,1,0,1,1,2,0,3,0,1,0,2,1,1,1,4,0,3,5,0.5
R_100037abc8631,8021820,School_02,100,31.299999,1,1.0,15.0,0,0,5,4.0,5,1,1,2,4,C,4,1,3,2,8,3,3,1,2,5,4,8.0,2.0,2.5,4.0,1.0,0.5,0.0,7.0,1.5,5,3,5,2,3,1,5,3.75,4,5,2.5,5,5,3,1,1.5,4,3,2,3,4,3.2,5,5,3,5,2,1,2,2,3.0,1.5,4.5,3,1,1,4,1,1,4,1,2,1,5,4,3,,3,5,6,4,0,2,5,,1,912.0,1467.0,4296.0,3,7,5,7,2,4,1,1,1,1,1,1,3,3,3,2,7,3,2,1,2,0,1,0,1,2,2,3.0,2,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,2,1,1,1,2,1,2,0,1,0,4,1,3,1,1,1,4,0,1,7,0.69999999
R_100038abc965,8021820,School_02,100,46.5,1,2.0,16.0,1,1,2,2.0,2,0,0,5,1,D,2,4,3,10,10,1,2,4,4,1,8,7.5,2.0,3.0,4.0,1.5,0.0,0.0,8.5,0.5,2,4,5,5,3,5,1,2.5,5,3,3.0,1,5,3,4,3.25,1,4,1,1,1,1.6,4,5,1,5,4,1,3,3,2.0,2.0,3.5,2,4,4,2,1,4,1,3,3,2,5,5,3,,5,3,4,4,0,1,1,,0,1187.0,2547.0,3165.0,1,3,2,7,3,3,2,1,3,1,2,4,3,1,3,4,5,3,3,3,1,0,0,0,0,1,2,3.5,3,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,2,1,1,0,1,0,1,0,3,0,1,0,2,1,1,0,3,0,4,2,0.2
R_100039abc4328,8021820,School_02,100,36.599998,1,2.0,16.0,1,1,5,6.0,6,1,1,3,1,E,2,3,1,3,3,4,2,3,1,3,1,6.0,2.5,1.5,2.5,1.0,0.5,0.5,9.0,1.5,4,2,3,2,1,4,5,3.5,3,3,4.0,5,1,5,2,3.25,2,3,2,4,1,2.4000001,3,5,5,4,2,4,5,1,3.0,4.5,4.0,3,4,4,1,3,1,2,4,1,1,3,2,3,,2,3,6,2,0,6,5,,1,1458.0,2379.0,1191.0,9,2,9,5,2,5,1,2,4,1,1,1,2,3,3,5,7,2,1,2,2,1,0,1,1,1,2,3.5,6,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,2,1,1,1,2,1,2,1,1,0,4,1,3,1,1,1,4,1,1,9,0.89999998
R_100040abc5018,8021820,School_02,100,50.200001,1,1.0,15.0,0,0,5,5.0,5,0,0,2,3,A,3,4,1,3,4,1,2,1,3,1,6,7.0,0.0,2.5,1.5,2.5,0.0,1.0,9.5,0.0,3,2,5,4,1,1,1,3.75,4,6,2.0,4,3,4,5,3.5,4,4,3,4,3,3.5999999,2,3,5,5,3,3,4,3,3.3333333,3.5,4.0,3,4,2,4,2,1,1,4,2,1,2,1,1,,3,4,1,2,1,2,6,,0,500.0,1825.0,2554.0,9,10,9,3,1,4,5,5,5,4,3,5,3,1,3,5,5,1,2,3,2,0,1,0,1,5,3,2.0,2,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,2,1,2,1,1,1,1,1,3,1,1,0,3,1,1,8,0.80000001
R_100041abc1372,8021820,School_02,100,36.599998,1,3.0,17.0,0,0,10,5.0,10,0,0,1,1,B,1,2,2,9,2,2,4,4,1,4,8,7.0,1.0,2.5,5.0,2.0,1.0,0.0,9.0,1.5,4,3,1,2,3,5,3,2.25,1,5,4.0,4,5,2,4,2.25,4,3,1,2,2,2.4000001,3,1,5,2,5,1,5,1,4.3333335,3.0,1.5,1,3,3,4,1,1,2,3,4,1,2,3,1,,1,5,5,2,1,5,3,,1,1099.0,520.0,1364.0,2,8,5,4,1,2,2,5,4,2,3,1,2,2,2,4,4,2,3,2,3,1,0,1,0,5,2,1.5,6,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,2,1,2,0,1,1,1,0,3,0,4,1,4,1,1,6,0.60000002
R_100042abc8108,8021820,School_02,100,21.200001,1,3.0,17.0,1,1,1,5.0,5,0,1,5,1,C,2,3,1,9,3,2,1,1,1,3,3,7.0,2.5,1.5,2.0,2.5,0.0,0.0,8.0,1.5,2,3,2,5,4,5,1,2.25,4,1,4.5,5,1,1,3,2.5,3,4,3,4,3,3.4000001,1,3,3,4,2,4,3,3,2.3333333,3.5,4.0,1,4,1,3,3,4,4,4,3,1,3,2,3,,4,4,1,1,0,8,6,,1,,1525.0,3283.0,10,3,1,10,2,5,1,4,3,5,1,5,3,1,3,2,6,1,3,2,1,0,0,1,0,3,4,3.5,6,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,0,1,0,3,0,1,0,1,1,1,0,1,1,1,4,0.40000001
R_100043abc228,8021820,School_02,100,21.0,1,1.0,15.0,0,0,10,3.0,10,1,1,5,1,D,4,4,3,8,1,4,3,3,3,3,3,6.0,2.5,1.5,2.5,1.5,0.5,0.5,6.5,1.0,3,1,3,3,4,3,1,2.25,4,5,2.5,5,1,1,5,3.0,2,3,2,3,1,2.2,3,2,1,3,4,2,2,3,2.6666667,2.0,2.5,2,2,1,2,1,3,3,5,2,1,2,5,1,,3,2,6,3,0,10,1,,0,652.0,1452.0,3191.0,9,6,6,3,2,4,2,1,5,2,1,2,1,3,3,5,7,3,1,2,3,0,0,1,0,2,1,2.5,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,2,1,1,1,2,1,2,1,1,1,1,0,2,1,1,1,4,1,1,9,0.89999998
R_100044abc9877,8021820,School_02,100,21.1,1,3.0,17.0,1,1,8,8.0,8,1,1,1,2,E,3,2,4,10,8,3,1,1,2,1,5,7.0,2.0,1.5,2.0,3.5,0.5,0.5,7.0,0.5,1,3,4,3,4,5,2,2.0,1,5,4.0,4,2,5,3,3.5,1,3,1,1,2,1.6,1,1,5,1,2,1,4,2,3.6666667,2.5,2.5,2,4,2,3,1,3,2,5,4,2,3,2,2,,1,2,5,1,0,4,2,,1,1110.0,1102.0,1765.0,0,8,1,10,1,4,2,3,5,4,1,4,3,3,2,2,5,3,1,1,1,0,0,0,0,4,4,3.0,5,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,2,0,4,0,2,0,1,1,1,0,1,0,1,1,1,1,4,0,4,4,0.40000001
R_100045abc7349,8021820,School_02,100,50.799999,1,1.0,15.0,1,1,3,3.0,3,0,1,4,3,A,4,2,1,2,9,2,4,3,4,3,5,7.0,0.5,1.0,2.0,2.0,0.5,0.5,8.5,1.5,4,3,1,3,2,5,3,2.75,3,2,4.5,3,2,2,2,2.75,3,3,3,3,1,2.5999999,3,5,3,2,1,2,2,2,2.3333333,2.0,3.5,1,3,3,4,3,3,4,2,1,1,3,5,1,,5,3,4,4,0,0,3,,0,,1868.0,2154.0,1,6,6,2,3,2,1,3,4,3,2,2,2,2,1,4,5,3,2,1,1,0,1,0,0,4,2,2.0,2,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,2,1,1,1,2,0,2,0,4,1,1,0,3,1,1,0,1,1,1,5,0.5
R_100046abc6403,8021820,School_02,100,31.0,1,1.0,15.0,1,1,8,3.0,8,0,1,4,1,B,2,2,4,4,6,3,3,4,1,1,7,7.0,3.0,2.0,1.0,1.0,0.5,0.5,7.0,1.5,3,1,4,1,3,1,4,3.25,4,1,4.5,1,4,3,1,2.75,2,1,2,4,3,2.4000001,5,1,2,4,1,2,3,2,4.0,2.5,4.5,1,2,4,3,1,4,4,3,1,1,5,2,1,,4,2,2,1,0,1,7,,1,1481.0,1899.0,3764.0,4,9,6,5,2,5,4,4,2,1,4,2,1,3,3,5,4,1,3,1,1,0,0,0,0,3,2,2.5,2,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,2,0,1,0,2,1,2,1,1,1,1,1,3,1,1,0,2,1,1,7,0.69999999
R_100047abc7343,8021820,School_02,100,44.5,1,4.0,18.0,1,1,1,10.0,10,0,1,5,2,C,3,4,3,9,9,1,3,1,1,5,2,6.0,3.0,2.0,4.5,3.5,0.0,0.5,8.0,1.0,5,3,1,4,4,2,1,2.75,5,2,3.5,5,3,4,2,2.5,3,2,4,4,4,3.4000001,2,1,4,4,4,3,5,4,3.6666667,4.0,3.0,2,4,2,1,1,4,1,1,5,1,2,5,1,,3,1,3,2,1,8,4,,0,,1410.0,2158.0,8,1,3,1,1,1,4,5,4,3,3,4,3,3,3,4,5,3,2,2,1,0,1,1,0,1,5,5.0,5,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,2,1,1,1,2,0,1,1,1,0,4,0,3,1,1,1,4,0,3,6,0.60000002
R_100048abc7353,8021820,School_02,100,36.200001,1,1.0,15.0,1,1,5,1.0,5,0,1,2,4,D,4,1,4,3,3,1,1,2,2,2,7,6.0,3.5,1.5,2.0,1.5,0.5,1.0,9.0,1.0,5,3,5,5,3,2,4,4.0,3,4,3.5,3,3,3,3,3.0,4,2,2,1,3,2.4000001,5,5,5,4,2,3,5,1,3.6666667,4.0,4.0,3,2,2,1,2,2,4,4,2,1,5,3,2,,2,2,3,3,0,5,7,,1,1019.0,1416.0,2062.0,5,9,3,6,3,3,5,3,1,5,3,5,2,1,1,5,7,1,1,2,2,0,0,1,1,3,2,2.5,6,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,2,1,1,1,2,1,2,1,1,0,3,1,3,1,1,1,4,1,1,9,0.89999998
R_100049abc1469,8021820,School_02,100,49.599998,1,2.0,16.0,1,1,1,7.0,7,1,1,3,1,E,4,1,3,10,7,3,4,1,2,4,8,7.0,3.0,0.5,6.0,0.5,1.0,0.0,7.0,0.5,1,3,1,4,2,5,4,3.25,5,1,4.0,3,3,4,2,3.0,2,2,1,1,2,1.6,4,3,4,3,4,3,5,2,3.6666667,4.0,2.5,1,1,4,4,3,4,3,1,5,1,2,4,2,,5,5,6,1,1,5,3,,1,1047.0,1371.0,,5,2,8,1,1,5,5,3,3,3,3,1,3,2,2,5,5,3,2,1,3,0,1,0,0,4,4,3.0,6,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,1,1,10,1.0
R_100050abc1086,8021820,School_02,100,9.3999996,1,1.0,15.0,1,1,4,2.0,4,0,1,2,2,A,1,2,2,9,7,1,3,3,2,2,3,8.0,2.0,2.5,3.0,2.0,0.0,0.0,8.0,0.0,5,1,3,2,5,1,3,2.75,5,1,4.0,1,3,2,1,2.75,4,3,2,2,1,2.4000001,5,5,2,3,2,5,3,1,2.6666667,4.0,3.5,2,3,3,2,1,3,1,3,3,1,3,5,2,,2,3,3,1,0,3,7,,0,599.0,1899.0,5109.0,8,2,5,4,2,2,5,2,4,2,4,5,3,2,2,4,5,2,2,2,2,1,1,1,1,2,2,3.0,2,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,0,3,0,1,0,1,0,1,0,1,0,2,0,4,0,2,0,4,1,0.1
R_100051abc9190,8021820,School_02,100,18.799999,1,2.0,16.0,0,0,6,8.0,8,0,1,1,2,B,4,4,2,8,10,3,1,1,1,4,3,7.0,1.5,3.0,5.0,1.0,0.0,0.5,9.0,1.5,4,1,3,2,3,3,5,3.25,3,6,2.5,4,3,3,1,2.25,4,2,2,3,3,2.8,5,5,3,1,1,1,1,3,3.0,1.0,3.0,4,1,4,1,2,4,4,2,1,1,4,3,1,,3,1,2,2,0,7,2,,1,2094.0,1696.0,,7,5,7,7,3,4,2,4,1,1,2,1,1,3,2,2,4,2,3,2,3,1,0,1,0,1,4,4.5,5,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,2,1,1,0,1,1,2,1,1,0,4,1,3,0,4,0,1,0,3,5,0.5
R_100052abc8937,8021820,School_02,100,18.700001,1,2.0,16.0,1,1,12,8.0,12,0,1,1,1,C,3,2,1,5,5,2,4,3,3,2,4,8.0,1.5,2.5,3.0,2.0,1.0,1.5,6.5,1.0,3,3,4,1,4,5,2,1.5,6,6,1.0,1,4,1,2,2.5,1,1,1,1,1,1.0,4,3,1,5,1,1,5,4,2.6666667,3.0,5.0,3,4,1,4,1,2,2,3,3,1,4,2,3,,2,1,6,1,1,7,4,,1,1028.0,2116.0,,0,10,6,2,2,3,3,5,1,2,2,3,1,2,3,3,4,2,1,1,2,1,0,0,1,5,5,3.0,3,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,3,1,1,0,3,0,3,8,0.80000001
R_100053abc2516,8021820,School_02,100,60.400002,1,1.0,15.0,1,1,7,12.0,12,0,1,2,1,D,1,3,3,3,8,2,3,4,3,3,6,8.5,4.0,2.0,4.0,2.0,0.5,0.5,6.0,1.5,3,4,2,2,2,2,2,3.0,6,1,3.5,1,2,3,3,3.75,3,4,1,2,2,2.4000001,4,1,1,3,1,3,5,4,3.3333333,4.0,4.0,2,1,1,2,2,3,3,5,3,1,5,3,3,,5,3,1,4,0,8,8,,1,1097.0,877.0,2970.0,7,0,3,2,3,1,5,1,3,2,5,3,2,1,2,5,7,2,2,3,2,1,1,0,1,5,4,2.5,3,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,2,0,3,0,1,1,2,1,1,1,1,1,3,0,1,0,3,0,1,5,0.5
R_100054abc5052,8021820,School_02,100,32.400002,1,3.0,17.0,1,1,1,5.0,5,0,1,3,2,E,3,1,3,6,7,4,3,2,1,5,4,7.5,2.0,3.5,4.0,2.0,1.0,0.0,7.5,0.5,5,1,1,5,3,1,3,4.0,3,1,5.0,1,1,1,2,3.25,4,3,3,1,3,2.8,1,2,4,2,5,3,4,3,3.0,3.5,1.5,4,2,1,1,1,3,4,2,5,1,3,1,1,,3,1,4,3,0,1,3,,0,1118.0,1898.0,4866.0,6,8,1,3,2,2,1,2,2,5,5,4,2,3,3,4,5,2,3,3,1,1,0,0,0,3,1,2.0,6,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,2,0,3,0,1,0,2,0,1,0,4,0,2,1,1,0,3,0,3,2,0.2
R_100055abc336,8021820,School_02,100,37.200001,1,1.0,15.0,0,0,9,8.0,9,1,1,3,2,5to A,1,3,4,4,5,4,4,1,2,4,3,7.5,1.0,2.0,3.5,0.0,0.0,0.0,7.5,2.0,5,2,1,4,3,2,3,3.5,1,5,4.0,4,2,5,4,3.75,2,2,2,3,3,2.4000001,2,5,2,2,1,3,1,4,1.6666666,2.0,3.5,1,2,1,2,3,3,1,4,1,1,1,1,2,,1,5,2,2,0,2,8,,0,1269.0,2515.0,,10,1,4,3,3,5,2,5,3,4,5,2,2,1,1,3,7,2,2,2,2,1,1,1,1,3,1,2.0,3,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,2,1,1,0,3,1,3,1,1,1,4,1,1,7,0.69999999
R_100056abc9714,8021820,School_02,100,24.4,1,1.0,15.0,1,1,4,4.0,4,1,1,5,4,B,3,2,2,7,4,4,4,1,3,4,6,6.5,0.5,1.5,3.0,1.0,0.5,0.0,8.0,0.5,2,1,4,5,2,1,4,4.5,2,2,5.0,2,5,3,5,3.25,3,4,1,4,1,2.5999999,2,3,5,1,2,4,1,4,3.3333333,2.5,2.5,3,2,3,2,2,2,3,5,2,1,5,5,3,,2,2,5,1,1,6,7,,0,1047.0,,2664.0,0,4,8,4,2,4,5,4,3,5,3,1,2,2,3,4,5,1,2,3,1,0,1,0,0,3,4,3.5,5,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,2,1,1,1,2,1,2,0,3,1,1,1,3,1,1,1,4,0,1,8,0.80000001
R_100057abc1139,8021820,School_02,100,16.4,1,,,0,0,5,4.0,5,0,0,5,4,C,1,2,1,4,5,4,4,1,3,5,4,8.0,0.5,1.0,0.5,0.5,0.0,1.0,6.5,2.5,4,1,4,3,3,4,2,2.5,4,2,4.0,3,3,4,1,2.75,1,4,1,3,3,2.4000001,5,5,5,1,5,1,2,1,3.6666667,1.5,1.0,3,1,1,1,1,2,1,1,3,1,5,5,3,,1,1,2,1,0,8,7,,0,1217.0,876.0,,2,8,4,5,3,3,5,4,4,3,4,2,2,3,2,3,7,1,2,2,1,0,1,1,0,3,2,2.5,5,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,4,0,1,0,1,1,1,1,1,0,2,0,1,0,3,0,4,2,0.2
R_100058abc5402,8021820,School_02,100,48.0,1,2.0,16.0,0,0,4,7.0,7,0,1,3,4,D,1,2,2,4,10,1,4,3,4,1,6,5.0,3.5,0.5,3.5,1.0,0.5,0.0,6.0,1.5,3,2,2,3,4,1,1,2.75,3,2,4.5,4,3,2,4,2.75,4,2,1,3,1,2.2,5,1,2,4,1,3,2,1,4.0,2.5,4.5,4,4,3,1,2,2,2,1,1,1,3,3,1,,5,2,2,4,0,3,2,,1,697.0,,,3,3,1,1,3,3,2,3,1,2,1,3,1,2,3,2,4,2,2,3,2,1,1,0,1,4,3,2.5,5,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,2,0,1,0,2,1,2,0,3,0,4,1,3,1,1,0,1,1,1,4,0.40000001
R_100059abc2057,8021820,School_02,100,51.099998,1,1.0,15.0,0,0,4,12.0,12,1,1,3,3,E,2,3,3,7,10,4,3,2,4,5,8,8.0,2.0,2.5,4.5,2.0,0.5,0.0,9.5,1.5,4,2,1,5,1,1,4,4.75,1,3,5.0,3,2,3,1,2.75,2,4,4,4,4,3.5999999,2,2,5,4,2,5,1,1,3.6666667,3.0,4.0,4,1,4,4,1,1,1,3,4,1,5,1,1,,4,5,3,1,0,9,1,,0,678.0,1251.0,3271.0,3,0,9,2,1,2,2,5,5,1,5,5,2,2,2,5,6,2,1,2,2,1,0,1,1,2,4,4.0,3,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,2,1,1,1,2,1,2,1,1,0,3,1,3,1,1,0,1,1,1,8,0.80000001
